id,date_europe_rome,date_gmt,title,original_url,old_urls,categories,tags,language,attachments,missing,featured_image,content_file
il-software-globaleaks-festeggia-il-primo-anno-a-supporto-del-whistleblowing-anonimo-nella-pa,2019-10-01 11:02:47,2019-10-01T09:02:47Z,Il software GlobaLeaks festeggia il primo anno a supporto del whistleblowing anonimo nella PA,https://www.hermescenter.org/il-software-globaleaks-festeggia-il-primo-anno-a-supporto-del-whistleblowing-anonimo-nella-pa/,,News,#HermesCenter; #WhistleblowingPA; GlobaLeaks; whistleblowing,IT,1,0,,data/posts/il-software-globaleaks-festeggia-il-primo-anno-a-supporto-del-whistleblowing-anonimo-nella-pa/content.html
il-progetto-eat-e-realta-10-paesi-europei-avranno-una-piattaforma-sicura-e-anonima-per-il-whistleblowing-basata-su-globaleaks,2019-10-10 12:11:39,2019-10-10T10:11:39Z,Il progetto EAT è realtà! 10 paesi europei avranno una piattaforma sicura e anonima per il whistleblowing basata su GlobaLeaks,https://www.hermescenter.org/il-progetto-eat-e-realta-10-paesi-europei-avranno-una-piattaforma-sicura-e-anonima-per-il-whistleblowing-basata-su-globaleaks/,,News,#anonymity; #europe; #transparencyinternational; GlobaLeaks; whistleblowing,IT,1,0,,data/posts/il-progetto-eat-e-realta-10-paesi-europei-avranno-una-piattaforma-sicura-e-anonima-per-il-whistleblowing-basata-su-globaleaks/content.html
regeni-globaleaks-software-anonimo-inchiesta-repubblica,2019-11-27 10:16:57,2019-11-27T09:16:57Z,Caso Regeni: GlobaLeaks è il software anonimo utilizzato nell’inchiesta di Repubblica,https://www.hermescenter.org/regeni-globaleaks-software-anonimo-inchiesta-repubblica/,,News,#regeni; #repubblica; #tor; GlobaLeaks,IT,0,0,,data/posts/regeni-globaleaks-software-anonimo-inchiesta-repubblica/content.html
risposta-alla-consultazione-su-piano-anticorruzione-del-comune-di-roma,2020-01-03 18:32:58,2020-01-03T17:32:58Z,Risposta alla Consultazione su Piano Anticorruzione del Comune di Roma,https://www.hermescenter.org/risposta-alla-consultazione-su-piano-anticorruzione-del-comune-di-roma/,,News,,IT,2,0,,data/posts/risposta-alla-consultazione-su-piano-anticorruzione-del-comune-di-roma/content.html
direttiva-copyright-lettera-aperta-linee-guida,2020-01-15 16:11:21,2020-01-15T15:11:21Z,Copyright: chiediamo più trasparenza nell’implementazione delle linee guida,https://www.hermescenter.org/direttiva-copyright-lettera-aperta-linee-guida/,,News; Press,Europea Commission; copyright; edri; uploadFilters,IT,2,0,,data/posts/direttiva-copyright-lettera-aperta-linee-guida/content.html
whistleblowing-un-impegno-comune-per-recepire-e-applicare-la-direttiva-europea-importante-tutelare-anche-chi-sta-attorno-ai-segnalanti-e-cioe-i-media-,2020-02-13 15:17:29,2020-02-13T14:17:29Z,"Whistleblowing: un impegno comune per recepire e applicare la Direttiva europea. Importante tutelare anche chi sta attorno ai segnalanti, e cioè i media e la società civile",https://www.hermescenter.org/whistleblowing-un-impegno-comune-per-recepire-e-applicare-la-direttiva-europea-importante-tutelare-anche-chi-sta-attorno-ai-segnalanti-e-cioe-i-media-e-la-societa-civile/,,News; Press,,IT,1,0,,data/posts/whistleblowing-un-impegno-comune-per-recepire-e-applicare-la-direttiva-europea-importante-tutelare-anche-chi-sta-attorno-ai-segnalanti-e-cioe-i-media-/content.html
hermes-governo-emergenza-covid19-rispetto-privacy-diritti-umani,2020-03-25 13:08:57,2020-03-25T12:08:57Z,Il Centro Hermes chiede al governo una risposta all’emergenza COVID-19 nel pieno rispetto dei diritti umani,https://www.hermescenter.org/hermes-governo-emergenza-covid19-rispetto-privacy-diritti-umani/,,News; Press,,IT,2,0,,data/posts/hermes-governo-emergenza-covid19-rispetto-privacy-diritti-umani/content.html
lettera-aperta-la-societa-civile-esorta-gli-stati-membri-a-rispettare-i-principi-di-legge-nel-regolamento-online-sui-contenuti-terroristici,2020-03-27 13:39:12,2020-03-27T12:39:12Z,Lettera aperta: la società civile esorta gli Stati membri a rispettare i principi di legge nel regolamento online sui contenuti terroristici,https://www.hermescenter.org/lettera-aperta-la-societa-civile-esorta-gli-stati-membri-a-rispettare-i-principi-di-legge-nel-regolamento-online-sui-contenuti-terroristici/,,News; Press,,IT,1,0,,data/posts/lettera-aperta-la-societa-civile-esorta-gli-stati-membri-a-rispettare-i-principi-di-legge-nel-regolamento-online-sui-contenuti-terroristici/content.html
dichiarazione-societa-civile-sorveglianza-digitale-pandemia-diritti-umani,2020-04-02 12:27:16,2020-04-02T10:27:16Z,Dichiarazione congiunta della società civile: Gli Stati che utilizzano le tecnologie di sorveglianza digitale per combattere la pandemia devono rispettare i diritti umani,https://www.hermescenter.org/dichiarazione-societa-civile-sorveglianza-digitale-pandemia-diritti-umani/,,News; Press,,IT,5,0,,data/posts/dichiarazione-societa-civile-sorveglianza-digitale-pandemia-diritti-umani/content.html
supporting-diverse-initiatives-in-europe-through-the-use-of-secure-whistleblowing-platforms,2020-06-18 17:05:17,2020-06-18T15:05:17Z,Supporting diverse initiatives in Europe through the use of secure whistleblowing platforms,https://www.hermescenter.org/supporting-diverse-initiatives-in-europe-through-the-use-of-secure-whistleblowing-platforms/,,News,,EN,3,0,,data/posts/supporting-diverse-initiatives-in-europe-through-the-use-of-secure-whistleblowing-platforms/content.html
digital-whistleblowing-fund-call-for-applications-round-3,2020-06-22 13:27:07,2020-06-22T11:27:07Z,Digital Whistleblowing Fund: Call for applications (Round 3),https://www.hermescenter.org/digital-whistleblowing-fund-call-for-applications-round-3/,,News,,EN,1,0,,data/posts/digital-whistleblowing-fund-call-for-applications-round-3/content.html
anac-e-hermes-center-risolvono-una-controversia-sullapplicazione-della-licenza-agpl-al-software-openwhistleblowing,2020-10-09 10:05:43,2020-10-09T08:05:43Z,ANAC e Hermes Center risolvono una controversia sull’applicazione della licenza AGPL al software OpenWhistleblowing,https://www.hermescenter.org/anac-e-hermes-center-risolvono-una-controversia-sullapplicazione-della-licenza-agpl-al-software-openwhistleblowing/,,News; Press,,IT,0,0,,data/posts/anac-e-hermes-center-risolvono-una-controversia-sullapplicazione-della-licenza-agpl-al-software-openwhistleblowing/content.html
programmi-aiuto-eu-esportano-sorveglianza-privacy-international,2020-11-11 15:18:37,2020-11-11T14:18:37Z,I programmi di aiuto dell’UE esportano la sorveglianza,https://www.hermescenter.org/programmi-aiuto-eu-esportano-sorveglianza-privacy-international/,,News; Press,,IT,1,0,,data/posts/programmi-aiuto-eu-esportano-sorveglianza-privacy-international/content.html
lancio-campagna-reclaimyourface,2020-11-12 09:35:34,2020-11-12T08:35:34Z,Siamo qui per riprenderci la faccia (e i nostri diritti!),https://www.hermescenter.org/lancio-campagna-reclaimyourface/,,News; Press,,IT,3,0,https://www.hermescenter.org/wp-content/uploads/2020/11/1834-1024.png,data/posts/lancio-campagna-reclaimyourface/content.html
cose-il-riconoscimento-facciale-e-perche-ci-interessa,2020-11-18 15:00:00,2020-11-18T14:00:00Z,Cos’è il riconoscimento facciale e perché ci interessa,https://www.hermescenter.org/cose-il-riconoscimento-facciale-e-perche-ci-interessa/,,News; Press,,IT,1,0,,data/posts/cose-il-riconoscimento-facciale-e-perche-ci-interessa/content.html
pedinati-in-citta-reclaim-your-face,2020-11-26 15:00:00,2020-11-26T14:00:00Z,Pedinati in città,https://www.hermescenter.org/pedinati-in-citta-reclaim-your-face/,,News; Press,,IT,1,0,,data/posts/pedinati-in-citta-reclaim-your-face/content.html
hey-google-riconosci-la-mia-voce,2020-12-04 16:11:26,2020-12-04T15:11:26Z,“Hey Google! riconosci la mia voce?”,https://www.hermescenter.org/hey-google-riconosci-la-mia-voce/,,News; Press,,IT,1,0,,data/posts/hey-google-riconosci-la-mia-voce/content.html
riconosco-la-tua-voce-ma-tu-non-mi-conosci-le-vite-degli-altri,2020-12-11 12:53:00,2020-12-11T11:53:00Z,Riconosco la tua voce ma tu non mi conosci - le vite degli altri,https://www.hermescenter.org/riconosco-la-tua-voce-ma-tu-non-mi-conosci-le-vite-degli-altri/,,News; Press,,IT,1,0,,data/posts/riconosco-la-tua-voce-ma-tu-non-mi-conosci-le-vite-degli-altri/content.html
la-societa-civile-chiede-punti-fermi-nella-proposta-dellunione-europea-sullintelligenza-artificiale,2021-01-12 12:06:22,2021-01-12T11:06:22Z,La società civile chiede punti fermi nella proposta dell’Unione Europea sull’Intelligenza Artificiale,https://www.hermescenter.org/la-societa-civile-chiede-punti-fermi-nella-proposta-dellunione-europea-sullintelligenza-artificiale/,,News; Press,,IT,2,0,,data/posts/la-societa-civile-chiede-punti-fermi-nella-proposta-dellunione-europea-sullintelligenza-artificiale/content.html
il-ministero-dellinterno-vuole-utilizzare-il-riconoscimento-facciale-su-migranti-e-richiedenti-asilo,2021-01-15 11:15:14,2021-01-15T10:15:14Z,Il Ministero dell’Interno vuole utilizzare il riconoscimento facciale su migranti e richiedenti asilo,https://www.hermescenter.org/il-ministero-dellinterno-vuole-utilizzare-il-riconoscimento-facciale-su-migranti-e-richiedenti-asilo/,,News; Press,,IT,0,0,,data/posts/il-ministero-dellinterno-vuole-utilizzare-il-riconoscimento-facciale-su-migranti-e-richiedenti-asilo/content.html
la-soluzione-innovativa-di-torino-argo,2021-01-28 13:06:43,2021-01-28T12:06:43Z,La soluzione “innovativa” di Torino: Argo,https://www.hermescenter.org/la-soluzione-innovativa-di-torino-argo/,,News; Press,,IT,14,0,,data/posts/la-soluzione-innovativa-di-torino-argo/content.html
sorveglianza-biometrica-eci-milione,2021-02-18 12:02:26,2021-02-18T11:02:26Z,Un futuro senza sorveglianza biometrica di massa: l’iniziativa europea Reclaim Your Face punta al milione di firme,https://www.hermescenter.org/sorveglianza-biometrica-eci-milione/,,News; Press,,IT,0,0,,data/posts/sorveglianza-biometrica-eci-milione/content.html
61-associazioni-terreg-parlamento-europeo-proteggere-liberta-espressione,2021-03-25 10:07:09,2021-03-25T09:07:09Z,Insieme a 61 associazioni chiediamo al Parlamento europeo di proteggere la libertà di espressione,https://www.hermescenter.org/61-associazioni-terreg-parlamento-europeo-proteggere-liberta-espressione/,,News; Press,,IT,9,0,,data/posts/61-associazioni-terreg-parlamento-europeo-proteggere-liberta-espressione/content.html
aziende-scuole-aeroporti-riconoscimento-facciale-ovunque-reclaim-your-face,2021-03-30 10:41:02,2021-03-30T08:41:02Z,"Aziende, scuole, aeroporti e piazze: il riconoscimento facciale è ovunque. E sorveglia i cittadini europei",https://www.hermescenter.org/aziende-scuole-aeroporti-riconoscimento-facciale-ovunque-reclaim-your-face/,,News; Press,,IT,3,0,,data/posts/aziende-scuole-aeroporti-riconoscimento-facciale-ovunque-reclaim-your-face/content.html
primi-importanti-risultati-a-due-mesi-dal-lancio-di-riprenditi-la-faccia,2021-04-19 18:33:56,2021-04-19T16:33:56Z,Primi importanti risultati a due mesi dal lancio di Riprenditi la Faccia,https://www.hermescenter.org/primi-importanti-risultati-a-due-mesi-dal-lancio-di-riprenditi-la-faccia/,,News; Press,,IT,1,0,,data/posts/primi-importanti-risultati-a-due-mesi-dal-lancio-di-riprenditi-la-faccia/content.html
la-proposta-di-regolamento-sullai-della-commissione-europea-dimostra-esattamente-il-motivo-per-cui-chiediamo-un-divieto-della-sorveglianza-biometrica-,2021-04-22 12:03:30,2021-04-22T10:03:30Z,La proposta di Regolamento sull’AI della Commissione Europea dimostra esattamente il motivo per cui chiediamo un divieto della sorveglianza biometrica di massa,https://www.hermescenter.org/la-proposta-di-regolamento-sullai-della-commissione-europea-dimostra-esattamente-il-motivo-per-cui-chiediamo-un-divieto-della-sorveglianza-biometrica-di-massa/,,News; Press,,IT,0,0,,data/posts/la-proposta-di-regolamento-sullai-della-commissione-europea-dimostra-esattamente-il-motivo-per-cui-chiediamo-un-divieto-della-sorveglianza-biometrica-/content.html
centro-hermes-e-altre-associazioni-inviano-segnalazioni-reclami-contro-clearview-ai,2021-05-27 07:10:12,2021-05-27T05:10:12Z,Il Centro Hermes e altre 3 associazioni hanno inviato segnalazioni e reclami contro Clearview AI,https://www.hermescenter.org/centro-hermes-e-altre-associazioni-inviano-segnalazioni-reclami-contro-clearview-ai/,,News; Press,,IT,3,0,,data/posts/centro-hermes-e-altre-associazioni-inviano-segnalazioni-reclami-contro-clearview-ai/content.html
vivere-in-una-paperbagsociety,2021-06-17 09:56:02,2021-06-17T07:56:02Z,Vivere in una #PaperBagSociety,https://www.hermescenter.org/vivere-in-una-paperbagsociety/,,News; Press,,IT,2,0,,data/posts/vivere-in-una-paperbagsociety/content.html
shareart-e-rilevamento-del-volto-dei-visitatori-nei-musei-inviata-segnalazione-al-garante-privacy,2021-06-23 12:19:34,2021-06-23T10:19:34Z,ShareArt e rilevamento del volto dei visitatori nei musei: inviata segnalazione al Garante Privacy,https://www.hermescenter.org/shareart-e-rilevamento-del-volto-dei-visitatori-nei-musei-inviata-segnalazione-al-garante-privacy/,,News; Press,,IT,1,0,,data/posts/shareart-e-rilevamento-del-volto-dei-visitatori-nei-musei-inviata-segnalazione-al-garante-privacy/content.html
chi-cosa-perche-eci-riprenditilafaccia,2021-08-27 10:44:22,2021-08-27T08:44:22Z,"Chi, cosa, perché? La guida alla ECI #RiprenditiLaFaccia",https://www.hermescenter.org/chi-cosa-perche-eci-riprenditilafaccia/,,News; Press,BanBiometricMassSurveillance; Campaign; ECI; RYF; ReclaimYourFace; TakeAction; WhyECI,IT,6,0,,data/posts/chi-cosa-perche-eci-riprenditilafaccia/content.html
lettera-aperta-al-parlamento-eu-sulla-riforma-di-eurodac-le-nostre-preoccupazioni,2021-09-09 11:21:05,2021-09-09T09:21:05Z,Lettera aperta al Parlamento EU sulla riforma di EURODAC: le nostre preoccupazioni,https://www.hermescenter.org/lettera-aperta-al-parlamento-eu-sulla-riforma-di-eurodac-le-nostre-preoccupazioni/,,News; Press,#eurodac; #migranti,IT,0,1,,data/posts/lettera-aperta-al-parlamento-eu-sulla-riforma-di-eurodac-le-nostre-preoccupazioni/content.html
contro-gli-emendamenti-del-gruppo-epp-in-favore-della-sorveglianza-di-massa,2021-10-04 15:38:31,2021-10-04T13:38:31Z,Contro gli emendamenti del gruppo EPP in favore della sorveglianza di massa,https://www.hermescenter.org/contro-gli-emendamenti-del-gruppo-epp-in-favore-della-sorveglianza-di-massa/,,News; Press,,IT,5,0,,data/posts/contro-gli-emendamenti-del-gruppo-epp-in-favore-della-sorveglianza-di-massa/content.html
it__monitor-numero0,2021-11-06 09:39:00,2021-11-06T08:39:00Z,"Monitor numero 0, ottobre 2021",https://www.hermescenter.org/it/monitor-numero0/,/it_monitor-numero0/,/it/; Newsletter,,IT,6,0,,data/posts/it__monitor-numero0/content.html
nuovo-governo-germania-divieto-di-tecnologie-biometriche-impegno-coalizione,2021-11-25 13:22:00,2021-11-25T12:22:00Z,Nuovo governo in Germania: il divieto di tecnologie biometriche è un impegno preciso,https://www.hermescenter.org/nuovo-governo-germania-divieto-di-tecnologie-biometriche-impegno-coalizione/,,News; Press,,IT,4,0,,data/posts/nuovo-governo-germania-divieto-di-tecnologie-biometriche-impegno-coalizione/content.html
italia-moratoria-riconoscimento-facciale-ban-divieto,2021-12-02 08:30:51,2021-12-02T07:30:51Z,La moratoria sul riconoscimento facciale approvata ieri in Italia ci ricorda perché dobbiamo chiedere un divieto,https://www.hermescenter.org/italia-moratoria-riconoscimento-facciale-ban-divieto/,,News; Press,,IT,0,0,https://www.hermescenter.org/wp-content/uploads/2021/12/Italy-wins-banner-1200x350-c-default.png,data/posts/italia-moratoria-riconoscimento-facciale-ban-divieto/content.html
monitor-numero-1,2021-12-06 23:44:07,2021-12-06T22:44:07Z,"Monitor numero 1, novembre 2021",https://www.hermescenter.org/monitor-numero-1/,,News,,IT,8,0,,data/posts/monitor-numero-1/content.html
monitor-numero-2-gennaio-2022,2022-02-07 13:28:06,2022-02-07T12:28:06Z,"Monitor numero 2, gennaio 2022",https://www.hermescenter.org/monitor-numero-2-gennaio-2022/,,News,,IT,4,0,,data/posts/monitor-numero-2-gennaio-2022/content.html
clearview-ai-ha-monitorato-i-cittadini-italiani-garante-privacy-illegale,2022-03-10 11:51:24,2022-03-10T10:51:24Z,Clearview AI ha monitorato i cittadini italiani. Garante privacy: illegale,https://www.hermescenter.org/clearview-ai-ha-monitorato-i-cittadini-italiani-garante-privacy-illegale/,,News,,IT,6,0,,data/posts/clearview-ai-ha-monitorato-i-cittadini-italiani-garante-privacy-illegale/content.html
monitor-numero-3-febbraio-2022,2022-03-11 12:36:35,2022-03-11T11:36:35Z,"Monitor numero 3, febbraio 2022",https://www.hermescenter.org/monitor-numero-3-febbraio-2022/,,News,,IT,8,0,,data/posts/monitor-numero-3-febbraio-2022/content.html
it__la-guida-comoda-per-situazioni-scomode-creata-con-strali-ti-protegge-quando-vai-alle-manifestazioni,2022-06-07 14:22:42,2022-06-07T12:22:42Z,La Guida comoda per situazioni scomode creata con Strali ti protegge quando vai alle manifestazioni,https://www.hermescenter.org/it/la-guida-comoda-per-situazioni-scomode-creata-con-strali-ti-protegge-quando-vai-alle-manifestazioni/,,/it/; Uncategorized,,IT,0,0,,data/posts/it__la-guida-comoda-per-situazioni-scomode-creata-con-strali-ti-protegge-quando-vai-alle-manifestazioni/content.html
it__makhno-un-progetto-per-indagare-la-censura-sui-social-media,2022-06-15 16:17:45,2022-06-15T14:17:45Z,Makhno: un progetto per indagare la censura sui social media,https://www.hermescenter.org/it/makhno-un-progetto-per-indagare-la-censura-sui-social-media/,,/it/; Uncategorized,,IT,0,0,,data/posts/it__makhno-un-progetto-per-indagare-la-censura-sui-social-media/content.html
it__digitalizzazione-escludente,2023-01-30 16:29:18,2023-01-30T15:29:18Z,Digitalizzazione escludente,https://www.hermescenter.org/it/digitalizzazione-escludente/,/it_digitalizzazione-escludente/,/it/; Newsletter; Uncategorized,,IT,1,0,,data/posts/it__digitalizzazione-escludente/content.html
ai-act-non-accetteremo-nessun-passo-indietro-sul-divieto-al-riconoscimento-biometrico-negli-spazi-pubblici,2023-06-08 17:38:16,2023-06-08T15:38:16Z,AI Act: non accetteremo nessun passo indietro sul divieto al riconoscimento biometrico negli spazi pubblici.,https://www.hermescenter.org/ai-act-non-accetteremo-nessun-passo-indietro-sul-divieto-al-riconoscimento-biometrico-negli-spazi-pubblici/,,News; Press,,IT,0,0,,data/posts/ai-act-non-accetteremo-nessun-passo-indietro-sul-divieto-al-riconoscimento-biometrico-negli-spazi-pubblici/content.html
ai-act-voto-14-giugno-comunicato,2023-06-14 18:53:05,2023-06-14T16:53:05Z,"Approvato il regolamento sull’intelligenza artificiale al Parlamento Europeo. Bene il divieto di riconoscimento biometrico, ma andrebbe esteso anche ai migranti.",https://www.hermescenter.org/ai-act-voto-14-giugno-comunicato/,,News; Press,,IT,0,0,,data/posts/ai-act-voto-14-giugno-comunicato/content.html
riconoscimento-facciale-il-divieto-nei-luoghi-pubblici-durera-fino-al-2025-preoccupano-le-eccezioni,2023-06-23 18:32:57,2023-06-23T16:32:57Z,Riconoscimento facciale: il divieto nei luoghi pubblici durerà fino al 2025. Preoccupano le eccezioni,https://www.hermescenter.org/riconoscimento-facciale-il-divieto-nei-luoghi-pubblici-durera-fino-al-2025-preoccupano-le-eccezioni/,,News; Press,,IT,2,0,,data/posts/riconoscimento-facciale-il-divieto-nei-luoghi-pubblici-durera-fino-al-2025-preoccupano-le-eccezioni/content.html
triloghi-ue-lai-act-deve-garantire-il-rispetto-dei-diritti-del-cittadino,2023-07-13 11:09:23,2023-07-13T09:09:23Z,Triloghi UE: l’AI Act deve garantire il rispetto dei diritti del cittadino,https://www.hermescenter.org/triloghi-ue-lai-act-deve-garantire-il-rispetto-dei-diritti-del-cittadino/,,News; Press,,IT,10,0,,data/posts/triloghi-ue-lai-act-deve-garantire-il-rispetto-dei-diritti-del-cittadino/content.html
it__glovo-traccia-i-rider-anche-fuori-dallorario-di-lavoro,2023-10-12 10:52:03,2023-10-12T08:52:03Z,Glovo traccia i rider anche fuori dall’orario di lavoro,https://www.hermescenter.org/it/glovo-traccia-i-rider-anche-fuori-dallorario-di-lavoro/,/it_glovo-traccia-i-rider-anche-fuori-dallorario-di-lavoro/,/it/; Uncategorized,,IT,1,0,,data/posts/it__glovo-traccia-i-rider-anche-fuori-dallorario-di-lavoro/content.html
lai-act-e-a-rischio-e-la-colpa-e-anche-del-governo-italiano,2023-11-23 09:59:43,2023-11-23T08:59:43Z,"L’AI Act è a rischio, e la colpa è anche del governo italiano",https://www.hermescenter.org/lai-act-e-a-rischio-e-la-colpa-e-anche-del-governo-italiano/,,News,,IT,1,0,,data/posts/lai-act-e-a-rischio-e-la-colpa-e-anche-del-governo-italiano/content.html
it__autorita-nazionale-per-lintelligenza-artificiale-le-nostre-proposte,2024-03-22 13:03:07,2024-03-22T12:03:07Z,Autorità nazionale per l’intelligenza artificiale: le nostre proposte,https://www.hermescenter.org/it/autorita-nazionale-per-lintelligenza-artificiale-le-nostre-proposte/,,Press; /it/; Uncategorized,,IT,2,0,,data/posts/it__autorita-nazionale-per-lintelligenza-artificiale-le-nostre-proposte/content.html
intelligenza-artificiale-lettera-aperta-alle-istituzioni-per-una-governance-indipendente-e-inclusiva,2024-03-28 13:07:23,2024-03-28T12:07:23Z,Intelligenza Artificiale: lettera aperta alle istituzioni per una governance indipendente e inclusiva,https://www.hermescenter.org/intelligenza-artificiale-lettera-aperta-alle-istituzioni-per-una-governance-indipendente-e-inclusiva/,,News; Press,,IT,2,0,,data/posts/intelligenza-artificiale-lettera-aperta-alle-istituzioni-per-una-governance-indipendente-e-inclusiva/content.html
